5,-1.5,2.69535612993889,1,0.459145827600525,1.0899903,3.29186697016949,-0.00185188011052833
5,-2,2.69473370927771,1,0.466612677838197,0.7197261,3.27566871894898,-0.00191866166334366
5,-2.5,2.36664858086913,1,0.790870533247999,0.9544557,3.69270229292214,0.000118416253666764
5,-3,3.19211906923415,1,1.19126899291986,1.4863309,3.2521341730941,0.0161010111525465
5,-3.5,2.19632696606236,1,1.24525176669576,1.4606737,3.6346019671623,0.00455140214775334
5,-4,3.29529450520062,1,1.42963050316028,0.8149805,3.24565725657164,0.00704477620056323
5,-4.5,4.81526686619685,1,1.57547030429496,2.0941291,3.08140215254679,0.00700356320238119
5,-5,4.48433449591285,1,1.55223379216074,3.0300919,3.63606931371595,0.0043149661831394
7.5,-1.5,4.75030392420615,1,0.476764813063118,0.9788484,0.0420487318515954,-0.0192474135006132
7.5,-2,4.75059145811138,1,0.495798911046641,1.3027934,0.466286915621264,-0.0192100884418367
7.5,-2.5,4.98594695050306,1,0.837950579369714,1.6334139,0.71177583058943,0.00492797205455855
7.5,-3,5.18614242149375,1,1.02020260211809,1.1765596,0.793631178886782,0.0175401322564154
7.5,-3.5,5.18538375000221,1,1.2848941509699,2.0331198,1.00690339511439,0.0330180760812429
7.5,-4,5.08623368486336,1,1.37034460699656,1.3487121,1.13095477911141,0.0405903900206703
7.5,-4.5,5.28579967182908,1,1.68337879573973,4.0248354,1.43397375608606,0.0582152427745029
7.5,-5,5.28598295196044,1,2.02925155882479,1.7366754,1.46637410336279,0.0587996560067274
10,-1.5,5.28823693828866,1,0.372045879337377,1.9119326,0.30634859757058,0.023443359095186
10,-2,5.28803815854263,1,0.386886008965872,1.7123637,0,0.0177786516969619
10,-2.5,5.48653976821619,1,0.74005184708009,1.9139067,0.657459770412417,0.0318784563451944
10,-3,5.5861278079982,1,0.960505769276887,1.7567808,0.909457507090568,0.0340809871306565
10,-3.5,7.48607092216395,1,1.45486778278012,1.9551083,2.35986430067472,0.0570719648148303
10,-4,7.1864331059182,1,1.83335476065741,1.4892019,2.27541664716056,0.0317711791974119
10,-4.5,7.38651726305838,1,1.65651876218378,3.1145478,2.46496866171549,0.0644255379625468
10,-5,7.38644105435564,1,1.82457115297166,2.8311899,2.26513519995662,0.0651919721356309
12.5,-1.5,5.18837908111667,1,0.367314329610754,2.0652737,0.102975443891585,-0.0108534255243663
12.5,-2,5.18849201335151,1,0.386284575857399,2.3954694,0.357274055069799,-0.0113239968615342
12.5,-2.5,5.28716851103177,1,0.744948167597467,2.4520142,0.575081078450866,0.00812136913768072
12.5,-3,5.48638358253781,1,1.1471414496264,3.5447934,0.678034418386234,0.0160960690719085
12.5,-3.5,6.98527416778623,1,1.428460023301,2.9623406,2.28931666563846,0.0389729107735186
12.5,-4,5.4865429517623,1,1.77472835873138,2.703262,1.03270533806332,0.037141129066857
12.5,-4.5,5.68629452724268,1,1.95761322626648,3.5699849,1.31705150095797,0.0587752418837697
12.5,-5,5.58654371895307,1,2.12229499443997,2.77439,1.34332808601235,0.0592857160883934
