index,value
初期時刻,0 ~ 0
初期座標 x,10 ~ 10
初期座標 y,1 ~ 1
初期座標 theta,0 ~ 0
終端時刻,120 ~ 120
終端座標 x,15 ~ 15
終端座標 y,1 ~ 1
終端座標 theta,-3.14159 ~ 3.14159
状態境界 x,10 ~ 15
状態境界 y,0 ~ 2.5
状態境界 theta,-3.1416 ~ 3.14159
制御境界 v,-0.22 ~ 0.22
制御境界 omega,-0.7854 ~ 0.7854
soln.info.iterations,505
soln.info.funcCount,206571
soln.info.constrviolation,1.1226e-09
soln.info.stepsize,0.0063643
soln.info.algorithm,interior-point
soln.info.firstorderopt,6.3233e-06
soln.info.cgiterations,0
soln.info.bestfeasible.fval,9.5309
soln.info.nlpTime,23.5201
soln.info.exitFlag,1
