index,value
初期時刻,0 ~ 0
初期座標 x,8 ~ 8
初期座標 y,1 ~ 1
初期座標 theta,0 ~ 0
終端時刻,120 ~ 120
終端座標 x,15 ~ 15
終端座標 y,1 ~ 1
終端座標 theta,-3.14159 ~ 3.14159
状態境界 x,8 ~ 15
状態境界 y,0 ~ 2.5
状態境界 theta,-3.1416 ~ 3.14159
制御境界 v,-0.22 ~ 0.22
制御境界 omega,-0.7854 ~ 0.7854
soln.info.iterations,924
soln.info.funcCount,377408
soln.info.constrviolation,3.7802e-12
soln.info.stepsize,0.00019423
soln.info.algorithm,interior-point
soln.info.firstorderopt,0.0055363
soln.info.cgiterations,0
soln.info.bestfeasible.fval,98562.304
soln.info.nlpTime,72.0642
soln.info.exitFlag,1
