index,value
初期時刻,0 ~ 0
初期座標 x,0 ~ 0
初期座標 y,0 ~ 2.5
初期座標 theta,0 ~ 0
初期座標 vx,0 ~ 0
初期座標 vy,0 ~ 0
初期座標 omega,0 ~ 0
終端時刻,120 ~ 120
終端座標 x,15 ~ 15
終端座標 y,0 ~ 2.5
終端座標 theta,0 ~ 0
終端座標 vx,0 ~ 0
終端座標 vy,0 ~ 0
終端座標 omega,0 ~ 0
状態境界 x,0 ~ 15
状態境界 y,0.5 ~ 1
状態境界 theta,-Inf ~ Inf
状態境界 vx,-0.15 ~ 0.15
状態境界 vy,-0.15 ~ 0.15
状態境界 omega,-0.7854 ~ 0.785398
制御境界 accx,-0.375 ~ 0.375
制御境界 accy,-0.375 ~ 0.375
制御境界 ang_acc,-0.19635 ~ 0.19635
soln.info.iterations,360
soln.info.funcCount,264255
soln.info.constrviolation,1.2536e-12
soln.info.stepsize,0.00060863
soln.info.algorithm,interior-point
soln.info.firstorderopt,8.0829e-07
soln.info.cgiterations,0
soln.info.bestfeasible.fval,0.069931
soln.info.nlpTime,47.3757
soln.info.exitFlag,1
