index,value
初期時刻,0 ~ 0
初期座標 x,5 ~ 5
初期座標 y,1 ~ 1
初期座標 theta,0 ~ 0
初期座標 vx,0 ~ 0
初期座標 vy,0 ~ 0
初期座標 omega,0 ~ 0
終端時刻,120 ~ 120
終端座標 x,15 ~ 15
終端座標 y,1 ~ 1
終端座標 theta,-3.14159 ~ 3.14159
終端座標 vx,0 ~ 0
終端座標 vy,0 ~ 0
終端座標 omega,0 ~ 0
状態境界 x,5 ~ 15
状態境界 y,0 ~ 2.5
状態境界 theta,-3.1416 ~ 3.14159
状態境界 vx,-0.15 ~ 0.15
状態境界 vy,-0.15 ~ 0.15
状態境界 omega,-0.7854 ~ 0.785398
制御境界 accx,-Inf ~ Inf
制御境界 accy,-Inf ~ Inf
制御境界 ang_acc,-Inf ~ Inf
soln.info.iterations,9
soln.info.funcCount,7320
soln.info.constrviolation,4.103e-13
soln.info.stepsize,0.00012372
soln.info.algorithm,interior-point
soln.info.firstorderopt,2.091e-08
soln.info.cgiterations,0
soln.info.bestfeasible.fval,6.952e-30
soln.info.nlpTime,1.1175
soln.info.exitFlag,1
