index,value
初期時刻,0 ~ 0
初期座標 x,0.78373 ~ 0.78373
初期座標 y,1 ~ 1
初期座標 theta,0 ~ 0
初期座標 vx,0.15 ~ 0.15
初期座標 vy,0 ~ 0
初期座標 omega,0 ~ 0
終端時刻,90 ~ 90
終端座標 x,13.7837 ~ 13.7837
終端座標 y,1 ~ 1
終端座標 theta,-3.14159 ~ 3.14159
終端座標 vx,0.15 ~ 0.15
終端座標 vy,0 ~ 0
終端座標 omega,0 ~ 0
状態境界 x,0.78373 ~ 13.7837
状態境界 y,-2.2 ~ 2.2
状態境界 theta,-3.1416 ~ 3.14159
状態境界 vx,0 ~ 0.15
状態境界 vy,-0.15 ~ 0.15
状態境界 omega,-0.7854 ~ 0.785398
制御境界 accx,-0.15 ~ 0.15
制御境界 accy,-0.15 ~ 0.15
制御境界 ang_acc,-0.7854 ~ 0.7854
非零のための下駄,0.001
soln.info.iterations,96
soln.info.funcCount,70444
soln.info.constrviolation,2.4529e-15
soln.info.stepsize,5.9288e-10
soln.info.algorithm,interior-point
soln.info.firstorderopt,0.21928
soln.info.cgiterations,242
soln.info.bestfeasible.fval,-31.4022
soln.info.nlpTime,13.9054
soln.info.exitFlag,2
