7.5,-3,-0.6,5.10943305250479,1,1.04530078653655,3.9487041,0.765185142007214,0.0535987347078612
7.5,-3.5,-0.6,5.32299064370172,1,1.07238013662815,2.7626649,0.808032247817482,0.0562131868043217
7.5,-4,-0.6,6.33879029602834,1,1.96945810086496,42.0175991,2.88189730055839,0.00203086528696633
7.5,-4.5,-0.6,6.33879311844705,1,1.97302568535399,26.4403637,2.87654113171309,0.00160975754806244
7.5,-5,-0.6,6.33870783265556,1,1.97573736421111,42.193153,2.87224969679842,0.00126411001721841
10,-3,-0.6,7.09946286562288,1,1.3959674225447,8.5686824,2.98092154057276,0.00166204233167346
10,-3.5,-0.6,4.71168529692132,1,1.00740311788314,5.0472582,0.597984269636651,0.104440493280231
10,-4,-0.6,4.79657629120365,1,1.05310213006296,4.2153364,0.638980529408363,0.105993853238392
10,-4.5,-0.6,6.84591685205769,1,2.15010549064162,7.707985,2.81445070689675,0.0167618554551134
10,-5,-0.6,4.96591207885167,1,1.11376701035504,5.3511948,0.737244944482364,0.107938620851921
7.5,-3,-0.6,4.91011602075517,1,1.00797573763019,3.1173457,0.954863424828491,0.0630405333487055
7.5,-3.5,-0.6,4.99430959751824,1,1.04477722726941,2.7695611,0.929582903253933,0.0563091819359124
7.5,-4,-0.6,5.65339558372435,0,1.04452737291804,1.3666352,1.09867707343386,0.0624418635929742
7.5,-4.5,-0.6,6.36190360906962,1,1.98523913141208,6.9481973,2.79952369828232,-0.00418271266514942
7.5,-5,-0.6,6.36190471974167,1,1.9857212403484,15.3838492,2.79344356755203,-0.00378972412229037
10,-3,-0.6,7.06709905591636,1,1.10589149713816,5.3488977,2.82561301952918,0.131338189677194
10,-3.5,-0.6,4.92115825124858,1,1.08327491740542,14.7259047,0.678226598708035,0.0820357121457843
10,-4,-0.6,5.0982336898448,1,1.15693954130528,4.2113793,0.797704269982723,0.086147256794658
10,-4.5,-0.6,5.18679489369565,1,1.21629918644131,4.1567351,0.914891883492064,0.0853909602659226
10,-5,-0.6,5.3632369379099,1,1.27016984499303,4.14494,1.01905860545854,0.0846547178597247
7.5,-3,-0.6,4.66475489570219,1,0.881253847211162,3.3028523,0.55879667233018,0.0626816739460344
7.5,-3.5,-0.6,4.75278042689347,1,0.955311790146798,2.5417621,0.724144066180924,0.0547883961025998
7.5,-4,-0.6,5.43931245849557,1,1.11029591806106,1.0193235,0.855922858863186,0.0533633709157802
7.5,-4.5,-0.6,6.3619621019742,1,1.91252484249529,6.6869543,2.71452268185676,0.00560047679468966
7.5,-5,-0.6,6.36194604848809,1,1.86835903369947,42.1512033,2.7314014204296,0.00769065034424424
10,-3,-0.6,5.04186861266966,1,1.07485278281112,6.5880142,0.774257698338231,0.0812296028855875
10,-3.5,-0.6,5.04147950329247,1,1.13819368050555,4.6598704,0.780506029754705,0.0771403219610043
10,-4,-0.6,5.40854671888478,1,1.2470688240086,5.6449153,1.0705176047217,0.0742575957302442
10,-4.5,-0.6,5.04234383399896,1,1.23264426568613,4.4286174,0.799491150029457,0.0756030914578809
10,-5,-0.6,5.04278304547382,1,1.26524616069982,4.6485582,0.805967143799638,0.07529562082586
7.5,-3,-0.6,4.65841634713725,1,0.864028004797544,2.846309,0.489562265460263,0.0431770733797539
7.5,-3.5,-0.6,4.75339020836627,1,0.929832839038104,3.4833998,0.572375674988329,0.0438093320558798
7.5,-4,-0.6,5.42437869291746,1,1.10806099696063,0.9397112,0.841443315080023,0.0535198044738728
7.5,-4.5,-0.6,6.43499216434822,1,1.93927374329543,37.1249921,2.75347704499211,0.00502592008643407
7.5,-5,-0.6,6.43499219656107,1,1.95215332140684,6.5575155,2.74210888398742,0.00503041066597168
10,-3,-0.6,4.86770563407388,1,1.02112577981904,3.91474,0.910063026966475,0.0744281491893079
10,-3.5,-0.6,5.24841582109107,1,1.14472925767642,4.550975,0.915866328180044,0.067514043648628
10,-4,-0.6,5.24901219008074,1,1.234452655814,4.172157,0.928532224073989,0.0660462060311397
10,-4.5,-0.6,5.24976690626399,1,1.300173038549,3.6459556,0.940606010876918,0.065290428192286
10,-5,-0.6,5.345857031672,1,1.34717852728522,4.0726974,0.949281535373121,0.0648384847198193
7.5,-3,-0.6,4.93390904634809,1,0.916459992651486,3.0555505,0.51230652904996,0.0328720394991874
7.5,-3.5,-0.6,5.03731987543555,1,0.98591154872652,2.4885038,0.568465700956067,0.0367313278585066
7.5,-4,-0.6,5.4441023728784,1,1.10961979056482,1.1310498,0.863615444638605,0.0533534663484847
7.5,-4.5,-0.6,6.39276235037119,1,1.95905974041857,41.977759,2.81532506062898,-0.00143933081000747
7.5,-5,-0.6,6.39275885653548,1,1.96253106565608,33.1963506,2.81175444579978,-0.000148653245306728
10,-3,-0.6,4.76465529710423,1,0.989194155971902,4.8473365,1.10810496102784,0.0540923746478779
10,-3.5,-0.6,5.65956769572899,1,1.1655193070607,4.2335403,1.14877602002771,0.0551623434105755
10,-4,-0.6,6.99083786752503,1,1.56129779693847,8.2904018,2.78943611548927,0.0912758327575776
10,-4.5,-0.6,6.99083677930655,1,1.65175249400918,4.9198907,2.74833975478776,0.085046968509988
10,-5,-0.6,6.99210722531784,1,2.12673517078403,14.3891043,2.81554869696818,-0.00618972747947003
